timestamp,event_type,severity,user_id,session_id,ip_address,exchange,symbol,action,description,amount,currency,system_component,error_code
2025-06-19T14:42:24.740840+00:00,trade_order_placed,medium,user_001,bfcfd236-d5aa-4c9d-9a2f-68e0018e9fc5,,Bybit,ADA/USDT,BUY 0.09706 ADA/USDT at 63430.81,Trade trade_order_placed for ADA/USDT,6156.5944186,USDT,trading_engine,
2025-06-19T14:35:42.930764+00:00,system_error,critical,,cf7052ad-d785-492d-802d-bafcf6bd99d4,,,,System Error Occurred,Error in Exchange connectivity: Failed to connect to exchange API,,,error_handler,ConnectionError
2025-06-19T14:35:42.929562+00:00,system_error,high,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,,,System Error Occurred,Error in Parameter validation: Invalid trading parameter: stop_loss cannot be negative,,,error_handler,ValueError
2025-06-19T14:35:42.927897+00:00,system_warning,medium,,cf7052ad-d785-492d-802d-bafcf6bd99d4,,,,System Warning,High memory usage detected,,,system,
2025-06-19T14:35:42.927311+00:00,service_started,low,,cf7052ad-d785-492d-802d-bafcf6bd99d4,,,,Service Started,Trading bot service started,,,system,
2025-06-19T14:35:42.926735+00:00,brute_force_attempt,critical,,cf7052ad-d785-492d-802d-bafcf6bd99d4,attacker.evil.com,,,Brute Force Attempt,Automated brute force attack detected,,,security_monitor,
2025-06-19T14:35:42.926198+00:00,suspicious_activity,high,,cf7052ad-d785-492d-802d-bafcf6bd99d4,suspicious.ip.com,,,Suspicious Activity,Multiple failed login attempts from same IP,,,security_monitor,
2025-06-19T14:35:42.925560+00:00,user_login_failed,high,unknown_user,cf7052ad-d785-492d-802d-bafcf6bd99d4,suspicious.ip.com,,,Failed user login failed,Access event: user_login_failed,,,access_control,
2025-06-19T14:35:42.924996+00:00,user_login_failed,high,unknown_user,cf7052ad-d785-492d-802d-bafcf6bd99d4,suspicious.ip.com,,,Failed user login failed,Access event: user_login_failed,,,access_control,
2025-06-19T14:35:42.924307+00:00,user_login_failed,high,unknown_user,cf7052ad-d785-492d-802d-bafcf6bd99d4,suspicious.ip.com,,,Failed user login failed,Access event: user_login_failed,,,access_control,
2025-06-19T14:35:42.923288+00:00,user_login_failed,high,unknown_user,cf7052ad-d785-492d-802d-bafcf6bd99d4,suspicious.ip.com,,,Failed user login failed,Access event: user_login_failed,,,access_control,
2025-06-19T14:35:42.922753+00:00,user_login_failed,high,unknown_user,cf7052ad-d785-492d-802d-bafcf6bd99d4,suspicious.ip.com,,,Failed user login failed,Access event: user_login_failed,,,access_control,
2025-06-19T14:35:42.922181+00:00,user_login_success,medium,user_002,cf7052ad-d785-492d-802d-bafcf6bd99d4,192.168.1.102,,,Successful user login success,Access event: user_login_success,,,access_control,
2025-06-19T14:35:42.921607+00:00,user_login_success,medium,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,192.168.1.101,,,Successful user login success,Access event: user_login_success,,,access_control,
2025-06-19T14:35:42.920774+00:00,user_login_success,medium,user_000,cf7052ad-d785-492d-802d-bafcf6bd99d4,192.168.1.100,,,Successful user login success,Access event: user_login_success,,,access_control,
2025-06-19T14:35:42.919603+00:00,config_changed,medium,admin_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,,,Changed max_position_size,Configuration change: max_position_size,,,config_manager,
2025-06-19T14:35:42.919015+00:00,config_changed,medium,admin_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,,,Changed trading_strategy,Configuration change: trading_strategy,,,config_manager,
2025-06-19T14:35:42.918413+00:00,withdrawal_initiated,high,user_002,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Coinbase,,Withdrawal Initiated 1000.0 BTC,Financial transaction: withdrawal_initiated,1000.0,BTC,financial_manager,
2025-06-19T14:35:42.917783+00:00,deposit_completed,high,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,,Deposit Completed 5000.0 USDT,Financial transaction: deposit_completed,5000.0,USDT,financial_manager,
2025-06-19T14:35:42.917144+00:00,deposit_initiated,high,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,,Deposit Initiated 5000.0 USDT,Financial transaction: deposit_initiated,5000.0,USDT,financial_manager,
2025-06-19T14:35:42.915935+00:00,trade_order_failed,high,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Coinbase,ETH/USDT,SELL 0.1 ETH/USDT at 3000,Trade trade_order_failed for ETH/USDT,300.0,USDT,trading_engine,
2025-06-19T14:35:42.913079+00:00,trade_order_executed,medium,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,BTC/USDT,BUY 0.002 BTC/USDT at 45150,Trade trade_order_executed for BTC/USDT,90.3,USDT,trading_engine,
2025-06-19T14:35:42.912384+00:00,trade_order_executed,medium,user_000,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,BTC/USDT,BUY 0.001 BTC/USDT at 45050,Trade trade_order_executed for BTC/USDT,45.050000000000004,USDT,trading_engine,
2025-06-19T14:35:42.911392+00:00,trade_order_placed,medium,user_002,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,BTC/USDT,BUY 0.003 BTC/USDT at 45200,Trade trade_order_placed for BTC/USDT,135.6,USDT,trading_engine,
2025-06-19T14:35:42.906869+00:00,trade_order_placed,medium,user_001,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,BTC/USDT,BUY 0.002 BTC/USDT at 45100,Trade trade_order_placed for BTC/USDT,90.2,USDT,trading_engine,
2025-06-19T14:35:42.904885+00:00,trade_order_placed,medium,user_000,cf7052ad-d785-492d-802d-bafcf6bd99d4,,Binance,BTC/USDT,BUY 0.001 BTC/USDT at 45000,Trade trade_order_placed for BTC/USDT,45.0,USDT,trading_engine,
2025-06-19T14:20:59.028399+00:00,service_started,low,,c422301a-427c-4187-8561-8411a0feeedb,,,,Service Started,Trading bot service started,,,system,
2025-06-19T14:20:59.027654+00:00,suspicious_activity,high,,c422301a-427c-4187-8561-8411a0feeedb,suspicious.ip.com,,,Suspicious Activity,Multiple failed login attempts from same IP,,,security_monitor,
2025-06-19T14:20:59.026630+00:00,user_login_success,medium,user_001,c422301a-427c-4187-8561-8411a0feeedb,192.168.1.100,,,Successful user login success,Access event: user_login_success,,,access_control,
2025-06-19T14:20:59.025493+00:00,config_changed,medium,admin_001,c422301a-427c-4187-8561-8411a0feeedb,,,,Changed trading_strategy,Configuration change: trading_strategy,,,config_manager,
2025-06-19T14:20:59.024371+00:00,deposit_completed,high,user_001,c422301a-427c-4187-8561-8411a0feeedb,,Binance,,Deposit Completed 1000.0 USDT,Financial transaction: deposit_completed,1000.0,USDT,financial_manager,
2025-06-19T14:20:59.019245+00:00,trade_order_executed,medium,user_001,c422301a-427c-4187-8561-8411a0feeedb,,Binance,BTC/USDT,BUY 0.001 BTC/USDT at 45050.0,Trade trade_order_executed for BTC/USDT,45.050000000000004,USDT,trading_engine,
2025-06-19T14:20:59.012644+00:00,trade_order_placed,medium,user_001,c422301a-427c-4187-8561-8411a0feeedb,,Binance,BTC/USDT,BUY 0.001 BTC/USDT at 45000.0,Trade trade_order_placed for BTC/USDT,45.0,USDT,trading_engine,
